# Produkty v sk-eur so zástupným obrázkom „bez obrázka“ (GIF 100×100, hash c32bc543a46f5bf4)
# Zistené 2026-09-22 čítaním Saleoru (category.products, channel sk-eur); strešné nosiče Nordrive nekontrolované.
# kategória<TAB>slug<TAB>stav (only-placeholder = žiadny iný obrázok; placeholder+N = N ďalších obrázkov)
nosice-bicyklov	peruzzo-adapter-pre-nosice-bicykla-pureinstinct-na-stvorhranne-tyce-pz-875	only-placeholder
nosice-bicyklov	peruzzo-adapter-pre-upevnenie-downhill-bicyklov-pz-407	only-placeholder
nosice-bicyklov	peruzzo-adapter-ramu-na-damsky-bicykel-pz-395	only-placeholder
nosice-bicyklov	peruzzo-drziak-kolies-pre-parma-pz-965	only-placeholder
nosice-bicyklov	peruzzo-nahradna-rampa-pre-svetla-siena-parma-pz-950	only-placeholder
nosice-bicyklov	peruzzo-nahradne-gumy-pre-nosice-imola-topbike-pz-926	only-placeholder
nosice-bicyklov	peruzzo-nahradny-drziak-kolies-pre-pure-instinct-pz-978	only-placeholder
nosice-bicyklov	peruzzo-nahradny-popruh-pre-upevnenie-o-zadne-dvere-pz-400	only-placeholder
nosice-bicyklov	peruzzo-nd-drziak-popruhu-na-rame-nosica-pz-398	only-placeholder
nosice-bicyklov	peruzzo-plastovy-kryt-upinacej-paky-pz-963	only-placeholder
nosice-bicyklov	peruzzo-predlzene-upinacie-popruhy-kolies-pz-8820	only-placeholder
nosice-bicyklov	peruzzo-rampa-pre-nakladanie-bicyklov-pure-instinct-pz-885	only-placeholder
nosice-bicyklov	peruzzo-rampa-pre-svetla-pre-pure-instinct-pz-979	only-placeholder
nosice-bicyklov	peruzzo-rozsirenie-lyziny-nosica-pureinstinct-pz-985	only-placeholder
nosice-bicyklov	peruzzo-rychloupinak-pre-stresne-nosice-bicyklov-pz-913	only-placeholder
nosice-bicyklov	peruzzo-trail-angel-tazna-tyc-na-bicykel-pz-304-r	only-placeholder
nosice-bicyklov	peruzzo-upevnovacie-koliesko-pre-parma-siena-smart-rack-pz-946	only-placeholder
nosice-bicyklov	peruzzo-upinacia-skrutka-pre-pure-instinct-rear-pz-990	only-placeholder
nosice-bicyklov	pridavny-nosic-pre-yakima-justclick-evo-yak8002488	only-placeholder
nosice-bicyklov	pro-user-adapter-na-nosice-bicyklov-pre-karavan-tk91562	only-placeholder
nosice-bicyklov	pro-user-nabehova-rampa-pre-nosic-bicyklov-dimant-sg2-3-plus-a-traveller-ii-iii-plus-tk91726	only-placeholder
nosice-bicyklov	pro-user-nd-drziak-spz-pre-diamant-sg-tk99397on	only-placeholder
nosice-bicyklov	pro-user-nd-drziak-spz-pre-diamant-tg-tk99385on	only-placeholder
nosice-bicyklov	pro-user-nd-drziak-spz-pre-pro-user-tk99400on	only-placeholder
nosice-bicyklov	pro-user-nd-drziak-svetla-diamant-sg-lave-tk99269on	only-placeholder
nosice-bicyklov	pro-user-nd-kryt-laveho-svetla-diamant-tk99032on	only-placeholder
nosice-bicyklov	pro-user-nd-kryt-prave-svetla-diamant-prave-tk99033on	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-prazdna-tk99144	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y001-tk99130	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y002-tk99131	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y003-tk99132	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y005-tk99134	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y006-tk99135	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y007-tk99050	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y008-tk99142	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y009-tk99143	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y010-tk99146	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y013-tk99136	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y014-tk99137	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y016-tk99138	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y020-tk99148	only-placeholder
nosice-bicyklov	pro-user-nd-nahradna-sada-2-klucov-y038-tk99140	only-placeholder
nosice-bicyklov	pro-user-nd-upinacie-rameno-easy-fix-30mm-dlhe-tk99110on	only-placeholder
nosice-bicyklov	pro-user-nd-upinacie-rameno-easy-fix-30mm-kratke-tk99106on	only-placeholder
nosice-bicyklov	pro-user-nd-upinacie-rameno-easy-fix-ram-ram-tk99115on	only-placeholder
nosice-bicyklov	pro-user-nd-upinacie-rameno-s-popruhom-dlhe-tk99091on	only-placeholder
nosice-bicyklov	pro-user-nd-upinacie-rameno-s-popruhom-kratke-tk99090on	only-placeholder
nosice-bicyklov	pro-user-nd-upinacie-rameno-s-poruhom-ram-ram-tk99092on	only-placeholder
nosice-bicyklov	pro-user-nd-zavitova-tyc-pre-easy-fix-dlha-tk99099on	only-placeholder
nosice-bicyklov	pro-user-nd-zavitova-tyc-pre-easy-fix-kratka-tk99098on	only-placeholder
nosice-bicyklov	pro-user-ochrana-bicykla-tk91727	only-placeholder
nosice-bicyklov	pro-user-pridavny-nosic-1-bicykel-pre-diamant-fg-tk91749	placeholder+1
nosice-bicyklov	rozsirenie-lyziny-nosica-aurilis-out-bike-a160885	only-placeholder
nosice-bicyklov	t-adapter-univerzalny-20x20-m6-m0001101	only-placeholder
nosice-bicyklov	thule-adapter-pre-nosice-bicykla-proride-598-na-stvorhranne-tyce-th889-5	only-placeholder
nosice-bicyklov	uzamykatelna-ruzica-1-ks-pz-365	only-placeholder
nosice-bicyklov	uzamykatelna-ruzica-2-ks-pz-365-2	only-placeholder
nosice-bicyklov	uzamykatelna-ruzica-3-ks-pz-365-3	only-placeholder
nosice-bicyklov	uzamykatelna-ruzica-4-ks-pz-365-4	only-placeholder
nosice-kajakov-a-surfov	peruzzo-nosic-kajakov-a-surfov-pz-298	only-placeholder
nosice-lyzi	amos-nosic-lyzi-uzamykatelny-ski-lock-3-silver-na-3-pary-lyzi-a7703s	placeholder+8
nosice-lyzi	menabo-nosic-lyzi-uzamykatelny-iceberg-4-na-4-pary-lyzi-m0000718	placeholder+5
nosice-lyzi	nordrive-nordic-king-evo-na-6-parov-lyzi-n40011	placeholder+11
nosice-lyzi	nordrive-nosic-lyzi-nordic-king-na-4-pary-lyzi-n40010	placeholder+11
nosice-lyzi	nordrive-nosic-lyzi-pro-slide-na-6-parov-lyzi-vytahovaci-n40000	placeholder+10
stresne-boxy	junior-stresny-box-strike-440-black-glossy-j6801gbdj	placeholder+14
stresne-boxy	nahradna-vlozka-do-boxu-g3-g3k3003	only-placeholder
stresne-boxy	nahradna-vlozka-do-boxu-g3-g3k3013	only-placeholder
stresne-boxy	nahradna-vzpera-g3-box-predna-g3k3015	only-placeholder
stresne-boxy	nahradna-vzpera-g3-box-zadna-g3k3014	only-placeholder
stresne-boxy	nordrive-drziak-boxu-na-stenu-t1-n60050	only-placeholder
stresne-boxy	nordrive-drziak-boxu-na-stenu-t2-n60051	only-placeholder
stresne-boxy	northline-t-adapter-k-stresnym-boxom-ecospace-nt4020-nt4020-nt4020-nt4020	only-placeholder
stresne-boxy	stresny-box-g3-absolute-480-silver-g322315	placeholder+12
stresne-boxy	stresny-box-g3-all-time-480-grey-g322305	placeholder+9
stresne-boxy	stresny-box-g3-arjes-280-black-leskly-g322172	placeholder+6
stresne-boxy	stresny-box-g3-helios-480-black-leskly-g322295	placeholder+6
stresne-boxy	stresny-box-g3-hydra-280-silver-g322182	placeholder+8
stresne-boxy	stresny-box-g3-krono-480-silver-g322205	placeholder+10
stresne-boxy	stresny-box-g3-spark-320-black-g322400	placeholder+9
stresne-boxy	stresny-box-g3-spark-320-eco-g322410	placeholder+10
stresne-boxy	stresny-box-g3-spark-420-black-g322405	placeholder+7
stresne-boxy	stresny-box-g3-spark-480-black-g322407	placeholder+12
stresne-boxy	stresny-box-g3-spark-520-black-g322406	placeholder+10
stresne-boxy	stresny-box-g3-spark-eco-480-silver-g322417	placeholder+9
stresne-boxy	stresny-box-junior-strike-480-black-j6802gbdj	placeholder+10
stresne-boxy	stresny-box-northline-evospace-cierny-leskly-npb2205ccr	placeholder+5
